input,output
"A: a-->B, b-->C; B: a-->D, b-->C; C: a-->A, b-->B; D: a-->B, b-->C; in:C; fi:B,D","A: a-->B_D, b-->C; B_D: a-->B_D, b-->C; C: a-->A, b-->B_D; in:C; fi:B_D"
"A: a-->D, b-->B; B: a-->A, b-->B; C: a-->A, b-->C; D: a-->A, b-->C; in:D; fi:A,B","A: a-->C_D, b-->B; B: a-->A, b-->B; C_D: a-->A, b-->C_D; in:C_D; fi:A,B"
"A: a-->A, b-->C; B: a-->A, b-->B; C: a-->B, b-->D; D: a-->D, b-->A; in:A; fi:A,B","A: a-->A, b-->C; B: a-->A, b-->B; C: a-->B, b-->D; D: a-->D, b-->A; in:A; fi:A,B"
"A: a-->B, b-->D; B: a-->A, b-->B; C: a-->B, b-->B; D: a-->C, b-->C; in:C; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->B, b-->C; B: a-->A, b-->D; C: a-->A, b-->D; D: a-->D, b-->A; in:C; fi:B,C","A: a-->B_C, b-->B_C; B_C: a-->A, b-->D; D: a-->D, b-->A; in:B_C; fi:B_C"
"A: a-->C, b-->D; B: a-->B, b-->A; C: a-->D, b-->C; D: a-->D, b-->C; in:B; fi:A,B","A: a-->C_D, b-->C_D; B: a-->B, b-->A; C_D: a-->C_D, b-->C_D; in:B; fi:A,B"
"A: a-->C, b-->D; B: a-->A, b-->A; C: a-->A, b-->A; D: a-->C, b-->C; in:B; fi:A,D","A: a-->B_C, b-->D; B_C: a-->A, b-->A; D: a-->B_C, b-->B_C; in:B_C; fi:A,D"
"A: a-->D, b-->D; B: a-->D, b-->C; C: a-->A, b-->C; D: a-->D, b-->A; in:D; fi:C,D","A: a-->D, b-->D; D: a-->D, b-->A; in:D; fi:D"
"A: a-->D, b-->D; B: a-->C, b-->D; C: a-->A, b-->B; D: a-->C, b-->D; in:C; fi:C","A: a-->B_D, b-->B_D; B_D: a-->C, b-->B_D; C: a-->A, b-->B_D; in:C; fi:C"
"A: a-->A, b-->D; B: a-->C, b-->D; C: a-->C, b-->B; D: a-->D, b-->C; in:C; fi:A,D","B: a-->C, b-->D; C: a-->C, b-->B; D: a-->D, b-->C; in:C; fi:D"
"A: a-->C, b-->B; B: a-->A, b-->C; C: a-->C, b-->A; D: a-->A, b-->C; in:A; fi:B,D","A: a-->C, b-->B; B: a-->A, b-->C; C: a-->C, b-->A; in:A; fi:B"
"A: a-->C, b-->A; B: a-->D, b-->B; C: a-->C, b-->C; D: a-->A, b-->D; in:B; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->B, b-->D; B: a-->B, b-->D; C: a-->D, b-->B; D: a-->B, b-->B; in:B; fi:","B_D: a-->B_D, b-->B_D; in:B_D; fi:"
"A: a-->B, b-->D; B: a-->B, b-->A; C: a-->A, b-->B; D: a-->B, b-->A; in:B; fi:D","A: a-->B, b-->D; B: a-->B, b-->A; D: a-->B, b-->A; in:B; fi:D"
"A: a-->D, b-->D; B: a-->D, b-->C; C: a-->D, b-->B; D: a-->A, b-->A; in:B; fi:A","A: a-->D, b-->D; B_C: a-->D, b-->B_C; D: a-->A, b-->A; in:B_C; fi:A"
"A: a-->A, b-->A; B: a-->D, b-->B; C: a-->D, b-->D; D: a-->C, b-->D; in:A; fi:B,C","A: a-->A, b-->A; in:A; fi:"
"A: a-->B, b-->C; B: a-->B, b-->A; C: a-->A, b-->C; D: a-->A, b-->A; in:D; fi:D","A_B_C: a-->A_B_C, b-->A_B_C; D: a-->A_B_C, b-->A_B_C; in:D; fi:D"
"A: a-->C, b-->D; B: a-->B, b-->B; C: a-->C, b-->D; D: a-->B, b-->C; in:A; fi:A,C","A_C: a-->A_C, b-->D; B: a-->B, b-->B; D: a-->B, b-->A_C; in:A_C; fi:A_C"
"A: a-->A, b-->D; B: a-->D, b-->C; C: a-->D, b-->B; D: a-->A, b-->C; in:C; fi:B,C","A: a-->A, b-->D; B_C: a-->D, b-->B_C; D: a-->A, b-->B_C; in:B_C; fi:B_C"
"A: a-->D, b-->A; B: a-->A, b-->A; C: a-->B, b-->B; D: a-->A, b-->A; in:C; fi:A","A: a-->B_D, b-->A; B_D: a-->A, b-->A; C: a-->B_D, b-->B_D; in:C; fi:A"
"A: a-->C, b-->A; B: a-->B, b-->D; C: a-->C, b-->B; D: a-->C, b-->A; in:A; fi:B,C","A_D: a-->C, b-->A_D; B: a-->B, b-->A_D; C: a-->C, b-->B; in:A_D; fi:B,C"
"A: a-->D, b-->B; B: a-->D, b-->B; C: a-->C, b-->A; D: a-->A, b-->D; in:C; fi:C","A_B_D: a-->A_B_D, b-->A_B_D; C: a-->C, b-->A_B_D; in:C; fi:C"
"A: a-->D, b-->B; B: a-->C, b-->D; C: a-->A, b-->A; D: a-->A, b-->A; in:D; fi:A","A: a-->C_D, b-->B; B: a-->C_D, b-->C_D; C_D: a-->A, b-->A; in:C_D; fi:A"
"A: a-->B, b-->C; B: a-->B, b-->C; C: a-->C, b-->C; D: a-->A, b-->A; in:D; fi:A,D","A: a-->B_C, b-->B_C; B_C: a-->B_C, b-->B_C; D: a-->A, b-->A; in:D; fi:A,D"
"A: a-->A, b-->B; B: a-->A, b-->D; C: a-->D, b-->A; D: a-->A, b-->B; in:C; fi:B","A_D: a-->A_D, b-->B; B: a-->A_D, b-->A_D; C: a-->A_D, b-->A_D; in:C; fi:B"
"A: a-->A, b-->D; B: a-->B, b-->D; C: a-->B, b-->C; D: a-->B, b-->C; in:A; fi:C","A_B: a-->A_B, b-->D; C: a-->A_B, b-->C; D: a-->A_B, b-->C; in:A_B; fi:C"
"A: a-->D, b-->B; B: a-->A, b-->B; C: a-->A, b-->A; D: a-->B, b-->B; in:C; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->B, b-->C; B: a-->D, b-->C; C: a-->D, b-->C; D: a-->A, b-->C; in:B; fi:A","A: a-->B_C, b-->B_C; B_C: a-->D, b-->B_C; D: a-->A, b-->B_C; in:B_C; fi:A"
"A: a-->A, b-->C; B: a-->D, b-->C; C: a-->C, b-->A; D: a-->B, b-->D; in:B; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->A, b-->C; B: a-->B, b-->C; C: a-->B, b-->A; D: a-->B, b-->D; in:D; fi:C,D","A_B: a-->A_B, b-->C; C: a-->A_B, b-->A_B; D: a-->A_B, b-->D; in:D; fi:C,D"
"A: a-->C, b-->D; B: a-->B, b-->A; C: a-->B, b-->B; D: a-->C, b-->A; in:A; fi:A,D","A_D: a-->C, b-->A_D; B: a-->B, b-->A_D; C: a-->B, b-->B; in:A_D; fi:A_D"
"A: a-->B, b-->D; B: a-->C, b-->A; C: a-->C, b-->D; D: a-->A, b-->D; in:A; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->D, b-->C; B: a-->C, b-->B; C: a-->A, b-->B; D: a-->D, b-->B; in:B; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->A, b-->B; B: a-->B, b-->A; C: a-->C, b-->B; D: a-->C, b-->B; in:D; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->B, b-->C; B: a-->B, b-->D; C: a-->B, b-->D; D: a-->A, b-->C; in:C; fi:A","A: a-->B_C, b-->B_C; B_C: a-->B_C, b-->D; D: a-->A, b-->B_C; in:B_C; fi:A"
"A: a-->C, b-->C; B: a-->B, b-->A; C: a-->D, b-->A; D: a-->C, b-->D; in:B; fi:B,D","A: a-->C, b-->C; B: a-->B, b-->A; C: a-->D, b-->A; D: a-->C, b-->D; in:B; fi:B,D"
"A: a-->D, b-->D; B: a-->B, b-->D; C: a-->C, b-->B; D: a-->A, b-->C; in:D; fi:A","A: a-->D, b-->D; B: a-->B, b-->D; C: a-->C, b-->B; D: a-->A, b-->C; in:D; fi:A"
"A: a-->A, b-->D; B: a-->A, b-->C; C: a-->B, b-->B; D: a-->A, b-->A; in:C; fi:C,D","A_B: a-->A_B, b-->C_D; C_D: a-->A_B, b-->A_B; in:C_D; fi:C_D"
"A: a-->B, b-->B; B: a-->C, b-->B; C: a-->D, b-->B; D: a-->A, b-->D; in:A; fi:B,D","A_C: a-->B_D, b-->B_D; B_D: a-->A_C, b-->B_D; in:A_C; fi:B_D"
"A: a-->C, b-->D; B: a-->A, b-->C; C: a-->A, b-->B; D: a-->A, b-->B; in:D; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->A, b-->C; B: a-->C, b-->A; C: a-->B, b-->D; D: a-->A, b-->C; in:C; fi:B","A_D: a-->A_D, b-->C; B: a-->C, b-->A_D; C: a-->B, b-->A_D; in:C; fi:B"
"A: a-->D, b-->A; B: a-->A, b-->A; C: a-->B, b-->D; D: a-->A, b-->D; in:C; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->D, b-->B; B: a-->A, b-->B; C: a-->D, b-->B; D: a-->C, b-->C; in:D; fi:B,D","A_C: a-->D, b-->B; B: a-->A_C, b-->B; D: a-->A_C, b-->A_C; in:D; fi:B,D"
"A: a-->A, b-->D; B: a-->D, b-->A; C: a-->B, b-->A; D: a-->A, b-->C; in:D; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->A, b-->C; B: a-->B, b-->C; C: a-->A, b-->B; D: a-->A, b-->C; in:D; fi:C","A_B_D: a-->A_B_D, b-->C; C: a-->A_B_D, b-->A_B_D; in:A_B_D; fi:C"
"A: a-->D, b-->B; B: a-->D, b-->B; C: a-->B, b-->A; D: a-->D, b-->A; in:C; fi:C","A_B_D: a-->A_B_D, b-->A_B_D; C: a-->A_B_D, b-->A_B_D; in:C; fi:C"
"A: a-->D, b-->C; B: a-->A, b-->A; C: a-->A, b-->C; D: a-->A, b-->C; in:B; fi:A,D","A_D: a-->A_D, b-->C; B: a-->A_D, b-->A_D; C: a-->A_D, b-->C; in:B; fi:A_D"
"A: a-->D, b-->B; B: a-->C, b-->D; C: a-->A, b-->D; D: a-->D, b-->C; in:C; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->A, b-->C; B: a-->A, b-->D; C: a-->A, b-->A; D: a-->D, b-->B; in:B; fi:D","A_C: a-->A_C, b-->A_C; B: a-->A_C, b-->D; D: a-->D, b-->B; in:B; fi:D"
"A: a-->D, b-->D; B: a-->C, b-->D; C: a-->D, b-->D; D: a-->C, b-->A; in:B; fi:B","A_C_D: a-->A_C_D, b-->A_C_D; B: a-->A_C_D, b-->A_C_D; in:B; fi:B"
"A: a-->D, b-->C; B: a-->C, b-->D; C: a-->C, b-->C; D: a-->C, b-->A; in:D; fi:B,D","A: a-->D, b-->C; C: a-->C, b-->C; D: a-->C, b-->A; in:D; fi:D"
"A: a-->B, b-->B; B: a-->B, b-->C; C: a-->D, b-->B; D: a-->D, b-->B; in:C; fi:B","B: a-->B, b-->C_D; C_D: a-->C_D, b-->B; in:C_D; fi:B"
"A: a-->D, b-->A; B: a-->C, b-->A; C: a-->A, b-->C; D: a-->D, b-->A; in:B; fi:B","A_C_D: a-->A_C_D, b-->A_C_D; B: a-->A_C_D, b-->A_C_D; in:B; fi:B"
"A: a-->B, b-->A; B: a-->D, b-->A; C: a-->C, b-->D; D: a-->A, b-->D; in:C; fi:C","A_B_D: a-->A_B_D, b-->A_B_D; C: a-->C, b-->A_B_D; in:C; fi:C"
"A: a-->A, b-->C; B: a-->A, b-->B; C: a-->D, b-->A; D: a-->C, b-->B; in:D; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->C, b-->D; B: a-->B, b-->A; C: a-->C, b-->A; D: a-->A, b-->B; in:C; fi:A","A: a-->B_C, b-->D; B_C: a-->B_C, b-->A; D: a-->A, b-->B_C; in:B_C; fi:A"
"A: a-->D, b-->C; B: a-->B, b-->A; C: a-->B, b-->A; D: a-->D, b-->C; in:A; fi:C","A_D: a-->A_D, b-->C; B: a-->B, b-->A_D; C: a-->B, b-->A_D; in:A_D; fi:C"
"A: a-->B, b-->C; B: a-->B, b-->D; C: a-->A, b-->C; D: a-->A, b-->D; in:B; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->B, b-->A; B: a-->B, b-->B; C: a-->D, b-->A; D: a-->A, b-->D; in:C; fi:D","A_B: a-->A_B, b-->A_B; C: a-->D, b-->A_B; D: a-->A_B, b-->D; in:C; fi:D"
"A: a-->B, b-->B; B: a-->A, b-->C; C: a-->A, b-->D; D: a-->B, b-->C; in:A; fi:A,B","A: a-->B, b-->B; B: a-->A, b-->C; C: a-->A, b-->D; D: a-->B, b-->C; in:A; fi:A,B"
"A: a-->A, b-->C; B: a-->B, b-->B; C: a-->A, b-->D; D: a-->B, b-->D; in:A; fi:B,D","A: a-->A, b-->C; B_D: a-->B_D, b-->B_D; C: a-->A, b-->B_D; in:A; fi:B_D"
"A: a-->D, b-->C; B: a-->D, b-->B; C: a-->D, b-->A; D: a-->B, b-->D; in:D; fi:A","B_D: a-->B_D, b-->B_D; in:B_D; fi:"
"A: a-->C, b-->D; B: a-->A, b-->D; C: a-->A, b-->D; D: a-->B, b-->B; in:A; fi:A,D","A: a-->B_C, b-->D; B_C: a-->A, b-->D; D: a-->B_C, b-->B_C; in:A; fi:A,D"
"A: a-->A, b-->A; B: a-->C, b-->C; C: a-->B, b-->B; D: a-->D, b-->B; in:B; fi:B,D","B: a-->C, b-->C; C: a-->B, b-->B; in:B; fi:B"
"A: a-->D, b-->C; B: a-->A, b-->A; C: a-->A, b-->D; D: a-->A, b-->A; in:B; fi:C","A: a-->B_D, b-->C; B_D: a-->A, b-->A; C: a-->A, b-->B_D; in:B_D; fi:C"
"A: a-->C, b-->A; B: a-->C, b-->A; C: a-->B, b-->D; D: a-->D, b-->B; in:A; fi:D","A_B: a-->C, b-->A_B; C: a-->A_B, b-->D; D: a-->D, b-->A_B; in:A_B; fi:D"
"A: a-->B, b-->C; B: a-->A, b-->A; C: a-->C, b-->C; D: a-->B, b-->C; in:D; fi:A,D","A_D: a-->B, b-->C; B: a-->A_D, b-->A_D; C: a-->C, b-->C; in:A_D; fi:A_D"
"A: a-->C, b-->C; B: a-->D, b-->B; C: a-->B, b-->C; D: a-->B, b-->A; in:B; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->C, b-->A; B: a-->C, b-->A; C: a-->C, b-->C; D: a-->B, b-->C; in:D; fi:A,B","A_B: a-->C, b-->A_B; C: a-->C, b-->C; D: a-->A_B, b-->C; in:D; fi:A_B"
"A: a-->A, b-->D; B: a-->A, b-->A; C: a-->D, b-->A; D: a-->D, b-->C; in:B; fi:B","A_C_D: a-->A_C_D, b-->A_C_D; B: a-->A_C_D, b-->A_C_D; in:B; fi:B"
"A: a-->C, b-->D; B: a-->B, b-->B; C: a-->A, b-->A; D: a-->C, b-->A; in:A; fi:D","A: a-->C, b-->D; C: a-->A, b-->A; D: a-->C, b-->A; in:A; fi:D"
"A: a-->C, b-->B; B: a-->D, b-->A; C: a-->C, b-->B; D: a-->A, b-->D; in:B; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->B, b-->C; B: a-->C, b-->D; C: a-->A, b-->A; D: a-->D, b-->C; in:D; fi:C,D","A: a-->B, b-->C; B: a-->C, b-->D; C: a-->A, b-->A; D: a-->D, b-->C; in:D; fi:C,D"
"A: a-->A, b-->A; B: a-->C, b-->D; C: a-->A, b-->B; D: a-->A, b-->A; in:B; fi:A,D","A_D: a-->A_D, b-->A_D; B: a-->C, b-->A_D; C: a-->A_D, b-->B; in:B; fi:A_D"
"A: a-->B, b-->D; B: a-->D, b-->C; C: a-->D, b-->A; D: a-->B, b-->C; in:B; fi:A","A: a-->B_D, b-->B_D; B_D: a-->B_D, b-->C; C: a-->B_D, b-->A; in:B_D; fi:A"
"A: a-->B, b-->A; B: a-->C, b-->A; C: a-->C, b-->A; D: a-->A, b-->D; in:D; fi:B,C","A: a-->B_C, b-->A; B_C: a-->B_C, b-->A; D: a-->A, b-->D; in:D; fi:B_C"
"A: a-->C, b-->D; B: a-->D, b-->A; C: a-->C, b-->B; D: a-->B, b-->C; in:C; fi:A,C","A_C: a-->A_C, b-->B_D; B_D: a-->B_D, b-->A_C; in:A_C; fi:A_C"
"A: a-->B, b-->A; B: a-->A, b-->C; C: a-->A, b-->D; D: a-->C, b-->C; in:A; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->D, b-->B; B: a-->B, b-->C; C: a-->D, b-->A; D: a-->D, b-->C; in:B; fi:A,C","A: a-->B_D, b-->B_D; B_D: a-->B_D, b-->C; C: a-->B_D, b-->A; in:B_D; fi:A,C"
"A: a-->D, b-->C; B: a-->D, b-->B; C: a-->C, b-->B; D: a-->A, b-->C; in:C; fi:B","A_D: a-->A_D, b-->C; B: a-->A_D, b-->B; C: a-->C, b-->B; in:C; fi:B"
"A: a-->C, b-->A; B: a-->D, b-->A; C: a-->A, b-->C; D: a-->D, b-->C; in:B; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->C, b-->D; B: a-->C, b-->C; C: a-->C, b-->D; D: a-->D, b-->C; in:C; fi:B","C_D: a-->C_D, b-->C_D; in:C_D; fi:"
"A: a-->A, b-->C; B: a-->D, b-->B; C: a-->A, b-->C; D: a-->D, b-->A; in:B; fi:B,D","A_C: a-->A_C, b-->A_C; B: a-->D, b-->B; D: a-->D, b-->A_C; in:B; fi:B,D"
"A: a-->B, b-->D; B: a-->B, b-->C; C: a-->B, b-->B; D: a-->A, b-->A; in:D; fi:A,B","A_B: a-->A_B, b-->C_D; C_D: a-->A_B, b-->A_B; in:C_D; fi:A_B"
"A: a-->D, b-->A; B: a-->B, b-->C; C: a-->B, b-->A; D: a-->D, b-->B; in:B; fi:B","A: a-->D, b-->A; B: a-->B, b-->C; C: a-->B, b-->A; D: a-->D, b-->B; in:B; fi:B"
"A: a-->D, b-->D; B: a-->C, b-->B; C: a-->C, b-->B; D: a-->B, b-->A; in:D; fi:B,C","A: a-->D, b-->D; B_C: a-->B_C, b-->B_C; D: a-->B_C, b-->A; in:D; fi:B_C"
"A: a-->C, b-->B; B: a-->C, b-->C; C: a-->B, b-->D; D: a-->A, b-->C; in:B; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->D, b-->B; B: a-->C, b-->D; C: a-->A, b-->A; D: a-->A, b-->D; in:B; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->A, b-->B; B: a-->C, b-->D; C: a-->A, b-->B; D: a-->A, b-->B; in:A; fi:A,C","A_C: a-->A_C, b-->B_D; B_D: a-->A_C, b-->B_D; in:A_C; fi:A_C"
"A: a-->C, b-->D; B: a-->D, b-->D; C: a-->C, b-->A; D: a-->C, b-->D; in:B; fi:B,C","A_D: a-->C, b-->A_D; B: a-->A_D, b-->A_D; C: a-->C, b-->A_D; in:B; fi:B,C"
"A: a-->D, b-->A; B: a-->A, b-->B; C: a-->D, b-->A; D: a-->B, b-->B; in:B; fi:B,C","A: a-->D, b-->A; B: a-->A, b-->B; D: a-->B, b-->B; in:B; fi:B"
"A: a-->B, b-->B; B: a-->D, b-->A; C: a-->A, b-->D; D: a-->B, b-->B; in:C; fi:A,D","A_D: a-->B_C, b-->B_C; B_C: a-->A_D, b-->A_D; in:B_C; fi:A_D"
"A: a-->B, b-->D; B: a-->A, b-->B; C: a-->D, b-->B; D: a-->A, b-->A; in:C; fi:A","A: a-->B, b-->D; B: a-->A, b-->B; C: a-->D, b-->B; D: a-->A, b-->A; in:C; fi:A"
"A: a-->C, b-->C; B: a-->B, b-->A; C: a-->A, b-->D; D: a-->B, b-->B; in:C; fi:C,D","A: a-->C, b-->C; B: a-->B, b-->A; C: a-->A, b-->D; D: a-->B, b-->B; in:C; fi:C,D"
"A: a-->B, b-->C; B: a-->D, b-->C; C: a-->D, b-->D; D: a-->D, b-->D; in:A; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->D, b-->B; B: a-->C, b-->B; C: a-->A, b-->B; D: a-->B, b-->B; in:A; fi:A,B","A_B: a-->C_D, b-->A_B; C_D: a-->A_B, b-->A_B; in:A_B; fi:A_B"
"A: a-->A, b-->C; B: a-->A, b-->C; C: a-->B, b-->D; D: a-->D, b-->A; in:C; fi:D","A_B: a-->A_B, b-->C; C: a-->A_B, b-->D; D: a-->D, b-->A_B; in:C; fi:D"
"A: a-->B, b-->D; B: a-->B, b-->D; C: a-->B, b-->A; D: a-->A, b-->D; in:C; fi:C,D","A_B: a-->A_B, b-->D; C: a-->A_B, b-->A_B; D: a-->A_B, b-->D; in:C; fi:C,D"
"A: a-->C, b-->B; B: a-->A, b-->C; C: a-->A, b-->D; D: a-->C, b-->C; in:D; fi:A,C","A_C: a-->A_C, b-->B_D; B_D: a-->A_C, b-->A_C; in:B_D; fi:A_C"
"A: a-->B, b-->B; B: a-->A, b-->A; C: a-->A, b-->A; D: a-->C, b-->A; in:D; fi:A","A: a-->B_C, b-->B_C; B_C: a-->A, b-->A; D: a-->B_C, b-->A; in:D; fi:A"
"A: a-->B, b-->B; B: a-->B, b-->D; C: a-->D, b-->A; D: a-->B, b-->C; in:D; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->B, b-->D; B: a-->B, b-->C; C: a-->B, b-->D; D: a-->B, b-->B; in:A; fi:B,D","A_C: a-->B, b-->D; B: a-->B, b-->A_C; D: a-->B, b-->B; in:A_C; fi:B,D"
"A: a-->D, b-->A; B: a-->D, b-->B; C: a-->D, b-->B; D: a-->D, b-->B; in:A; fi:B","A: a-->D, b-->A; B: a-->D, b-->B; D: a-->D, b-->B; in:A; fi:B"
"A: a-->B, b-->C; B: a-->D, b-->B; C: a-->A, b-->D; D: a-->A, b-->C; in:B; fi:B","A: a-->B, b-->C_D; B: a-->C_D, b-->B; C_D: a-->A, b-->C_D; in:B; fi:B"
"A: a-->B, b-->A; B: a-->B, b-->C; C: a-->C, b-->A; D: a-->B, b-->D; in:D; fi:C","A_D: a-->B, b-->A_D; B: a-->B, b-->C; C: a-->C, b-->A_D; in:A_D; fi:C"
"A: a-->B, b-->D; B: a-->C, b-->A; C: a-->C, b-->C; D: a-->A, b-->A; in:D; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->A, b-->B; B: a-->B, b-->A; C: a-->A, b-->B; D: a-->D, b-->C; in:D; fi:C","A_B: a-->A_B, b-->A_B; C: a-->A_B, b-->A_B; D: a-->D, b-->C; in:D; fi:C"
"A: a-->C, b-->A; B: a-->D, b-->B; C: a-->B, b-->A; D: a-->C, b-->D; in:B; fi:C","A_D: a-->C, b-->A_D; B: a-->A_D, b-->B; C: a-->B, b-->A_D; in:B; fi:C"
"A: a-->D, b-->C; B: a-->B, b-->A; C: a-->D, b-->C; D: a-->B, b-->A; in:D; fi:D","A_C: a-->D, b-->A_C; B: a-->B, b-->A_C; D: a-->B, b-->A_C; in:D; fi:D"
"A: a-->D, b-->B; B: a-->C, b-->D; C: a-->C, b-->A; D: a-->C, b-->A; in:B; fi:B","A: a-->C_D, b-->B; B: a-->C_D, b-->C_D; C_D: a-->C_D, b-->A; in:B; fi:B"
"A: a-->C, b-->D; B: a-->A, b-->A; C: a-->B, b-->B; D: a-->B, b-->B; in:C; fi:C,D","A: a-->C_D, b-->C_D; B: a-->A, b-->A; C_D: a-->B, b-->B; in:C_D; fi:C_D"
"A: a-->B, b-->C; B: a-->D, b-->B; C: a-->A, b-->C; D: a-->B, b-->C; in:B; fi:C","A_D: a-->B, b-->C; B: a-->A_D, b-->B; C: a-->A_D, b-->C; in:B; fi:C"
"A: a-->B, b-->D; B: a-->C, b-->D; C: a-->C, b-->B; D: a-->C, b-->B; in:A; fi:C","A: a-->B_D, b-->B_D; B_D: a-->C, b-->B_D; C: a-->C, b-->B_D; in:A; fi:C"
"A: a-->D, b-->D; B: a-->C, b-->A; C: a-->A, b-->C; D: a-->D, b-->A; in:B; fi:B,C","A_D: a-->A_D, b-->A_D; B: a-->C, b-->A_D; C: a-->A_D, b-->C; in:B; fi:B,C"
"A: a-->A, b-->A; B: a-->B, b-->D; C: a-->D, b-->C; D: a-->A, b-->B; in:C; fi:C,D","A: a-->A, b-->A; B: a-->B, b-->D; C: a-->D, b-->C; D: a-->A, b-->B; in:C; fi:C,D"
"A: a-->C, b-->D; B: a-->D, b-->A; C: a-->A, b-->C; D: a-->D, b-->B; in:B; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
"A: a-->D, b-->D; B: a-->A, b-->D; C: a-->D, b-->D; D: a-->C, b-->A; in:D; fi:","A_C_D: a-->A_C_D, b-->A_C_D; in:A_C_D; fi:"
"A: a-->A, b-->A; B: a-->C, b-->C; C: a-->A, b-->C; D: a-->A, b-->B; in:A; fi:D","A: a-->A, b-->A; in:A; fi:"
"A: a-->C, b-->A; B: a-->C, b-->B; C: a-->D, b-->A; D: a-->D, b-->A; in:B; fi:C,D","A_B: a-->C_D, b-->A_B; C_D: a-->C_D, b-->A_B; in:A_B; fi:C_D"
"A: a-->A, b-->A; B: a-->C, b-->A; C: a-->C, b-->B; D: a-->C, b-->D; in:C; fi:B,C","A: a-->A, b-->A; B: a-->C, b-->A; C: a-->C, b-->B; in:C; fi:B,C"
"A: a-->C, b-->D; B: a-->C, b-->A; C: a-->A, b-->D; D: a-->D, b-->A; in:B; fi:A,C","A_C: a-->A_C, b-->D; B: a-->A_C, b-->A_C; D: a-->D, b-->A_C; in:B; fi:A_C"
"A: a-->D, b-->B; B: a-->A, b-->A; C: a-->B, b-->A; D: a-->D, b-->D; in:C; fi:B,D","A: a-->D, b-->B; B: a-->A, b-->A; C: a-->B, b-->A; D: a-->D, b-->D; in:C; fi:B,D"
"A: a-->B, b-->C; B: a-->C, b-->B; C: a-->C, b-->A; D: a-->B, b-->A; in:B; fi:A","A: a-->B, b-->C; B: a-->C, b-->B; C: a-->C, b-->A; in:B; fi:A"
"A: a-->B, b-->B; B: a-->A, b-->D; C: a-->A, b-->B; D: a-->D, b-->B; in:C; fi:C,D","A: a-->B, b-->B; B: a-->A, b-->D; C: a-->A, b-->B; D: a-->D, b-->B; in:C; fi:C,D"
"A: a-->C, b-->D; B: a-->A, b-->C; C: a-->B, b-->C; D: a-->B, b-->C; in:C; fi:C,D","A: a-->C_D, b-->C_D; B: a-->A, b-->C_D; C_D: a-->B, b-->C_D; in:C_D; fi:C_D"
"A: a-->B, b-->D; B: a-->A, b-->D; C: a-->B, b-->D; D: a-->C, b-->A; in:D; fi:B","A_C: a-->B, b-->D; B: a-->A_C, b-->D; D: a-->A_C, b-->A_C; in:D; fi:B"
"A: a-->D, b-->D; B: a-->D, b-->C; C: a-->C, b-->A; D: a-->D, b-->D; in:B; fi:","A_B_C_D: a-->A_B_C_D, b-->A_B_C_D; in:A_B_C_D; fi:"
